age,income,budget,phn_no,mail,rented_house,insurance,occupation
41,64845,2890,266-964-2495,jordan.thomas88@example.com,no,yes,customer_service
51,35784,2181,239-328-7216,jordan.smith40@example.com,no,no,developer
47,64410,3081,527-398-2259,kelly.patel544@example.com,no,yes,operations
35,94955,1384,806-699-1096,devon.patel489@example.com,no,yes,designer
36,66247,2612,577-777-5501,alex.anderson97@example.com,yes,no,designer
48,80006,2719,814-546-3746,morgan.taylor624@example.com,no,no,marketing
36,79396,740,374-119-1584,riley.smith750@example.com,no,yes,designer
63,42720,2197,526-949-8528,maya.white524@example.com,no,no,operations
36,83857,300,409-693-2831,casey.jackson271@example.com,yes,yes,designer
39,58098,3596,455-126-7599,maya.johnson187@example.com,no,no,consultant
41,59288,948,211-846-5470,devon.miller700@example.com,yes,yes,accountant
62,111149,2021,414-944-3173,morgan.jones584@example.com,no,yes,consultant
29,78141,2195,106-661-2383,riley.harris772@example.com,yes,yes,designer
47,50953,1286,677-998-1361,maya.garcia27@example.com,yes,no,technician
55,66420,3957,778-863-3822,devon.moore101@example.com,no,yes,consultant
48,65806,1543,807-794-5895,morgan.anderson442@example.com,no,yes,customer_service
53,102094,1944,374-729-1905,riley.anderson693@example.com,no,yes,customer_service
36,65868,1545,958-591-8811,blake.martinez974@example.com,yes,no,accountant
65,113576,1537,758-640-3886,devon.taylor551@example.com,no,no,operations
62,36472,2096,419-324-1455,devon.taylor399@example.com,no,yes,developer
53,64288,2868,750-388-2304,riley.wilson275@example.com,no,no,marketing
47,48217,2352,516-583-4609,maya.taylor629@example.com,yes,yes,developer
50,54114,1479,903-878-9989,devon.wilson14@example.com,yes,yes,technician
35,54591,2194,412-708-6727,jordan.harris327@example.com,no,no,developer
45,49351,901,156-222-3645,drew.anderson902@example.com,no,no,operations
64,103064,3324,409-662-3053,riley.miller930@example.com,yes,no,sales
28,96296,1719,542-409-9976,blake.martinez728@example.com,no,yes,accountant
62,73858,1770,955-101-6722,morgan.patel637@example.com,no,yes,driver
50,54564,351,873-853-6494,sam.brown793@example.com,yes,yes,healthcare
34,49969,1719,345-571-1057,taylor.johnson425@example.com,no,yes,operations
23,81320,3798,324-525-7036,morgan.moore601@example.com,yes,yes,technician
21,71603,2781,617-129-9342,casey.jones818@example.com,yes,yes,driver
37,61814,3254,647-209-7384,logan.miller111@example.com,yes,yes,consultant
65,76906,2311,870-701-9097,riley.harris591@example.com,no,yes,developer
64,84604,300,129-565-7608,logan.williams682@example.com,no,yes,healthcare
44,61611,2266,336-470-2705,alex.miller323@example.com,yes,no,healthcare
32,47679,2391,248-473-9791,jordan.garcia868@example.com,yes,yes,engineer
23,35935,3051,615-532-3299,jordan.martinez450@example.com,no,no,accountant
64,70514,2165,572-662-7771,casey.harris534@example.com,no,no,analyst
31,112679,1467,638-706-9626,dakota.wilson668@example.com,yes,yes,operations
28,40565,2106,710-727-3323,lee.moore864@example.com,no,yes,consultant
56,89188,1875,947-607-1781,kelly.martinez871@example.com,yes,yes,customer_service
26,50138,2697,501-932-3551,kelly.thomas217@example.com,yes,no,customer_service
43,54571,2108,514-375-8423,jordan.smith513@example.com,yes,no,technician
33,85128,1259,656-612-7438,sam.taylor940@example.com,yes,no,marketing
22,59384,2739,474-766-5151,jordan.lewis407@example.com,yes,no,consultant
27,70462,1498,325-618-3899,morgan.thomas773@example.com,no,no,designer
20,70040,1900,690-465-3960,jamie.brown624@example.com,yes,yes,technician
30,50173,1759,947-328-9916,morgan.williams611@example.com,no,yes,manager
60,84692,2425,382-859-6238,casey.brown75@example.com,yes,yes,customer_service
47,63645,897,990-326-5797,jordan.smith655@example.com,no,yes,marketing
62,34453,2231,407-406-7712,jamie.anderson453@example.com,no,no,technician
23,45365,3226,593-607-6208,riley.anderson742@example.com,no,yes,operations
34,18000,2291,374-720-5748,sam.wilson900@example.com,yes,yes,consultant
62,66144,1566,896-579-8045,jamie.brown940@example.com,no,yes,healthcare
36,93689,1853,987-556-2779,jordan.anderson586@example.com,yes,no,teacher
59,41963,2481,996-685-2378,maya.anderson969@example.com,no,yes,sales
52,77882,2732,361-275-6707,jamie.harris33@example.com,yes,no,operations
63,74472,3629,422-794-7929,blake.thomas188@example.com,no,yes,developer
43,48459,656,376-838-5031,kelly.smith618@example.com,yes,no,sales
22,98804,2450,776-374-7360,maya.williams966@example.com,no,no,driver
46,59001,2376,923-289-2041,jordan.anderson558@example.com,no,no,manager
54,109226,2137,843-513-8351,jamie.taylor795@example.com,yes,yes,marketing
37,29015,2538,717-342-6545,devon.harris875@example.com,yes,yes,consultant
38,59079,1982,152-325-2737,jamie.davis28@example.com,yes,yes,sales
27,61694,1251,697-661-3754,jordan.johnson430@example.com,yes,no,analyst
22,64107,2403,468-347-8735,chris.robinson107@example.com,no,yes,operations
53,80759,2817,276-575-5016,logan.white34@example.com,yes,no,teacher
23,139759,2155,112-460-5526,sam.taylor413@example.com,no,yes,customer_service
43,75011,3206,675-438-8784,aidan.miller608@example.com,no,yes,teacher
21,65533,1974,850-133-6575,dakota.anderson127@example.com,yes,yes,engineer
56,40884,2638,324-740-1132,alex.davis951@example.com,yes,yes,marketing
56,23418,697,579-651-2854,lee.thomas569@example.com,no,yes,healthcare
52,90746,4330,996-320-9592,jordan.jackson636@example.com,yes,yes,marketing
18,52971,1984,705-710-1131,kelly.jones150@example.com,yes,yes,teacher
41,122291,1736,492-912-8071,jordan.smith763@example.com,no,no,analyst
53,84101,1948,680-113-7578,sam.harris911@example.com,no,no,operations
23,72514,1299,573-250-7613,jamie.johnson539@example.com,no,yes,driver
58,73671,1090,510-444-1803,dakota.johnson714@example.com,yes,yes,designer
63,73887,2239,295-643-6192,aidan.jones123@example.com,yes,yes,driver
61,49720,2308,293-661-3676,alex.williams89@example.com,yes,yes,analyst
48,26467,2413,291-529-3264,riley.taylor572@example.com,yes,yes,technician
37,52885,2168,722-584-1600,alex.wilson331@example.com,no,no,driver
41,64596,2121,459-921-3716,logan.robinson72@example.com,no,yes,developer
42,50748,1057,520-680-1781,blake.smith917@example.com,yes,yes,teacher
53,36706,1737,836-510-5338,logan.smith456@example.com,no,yes,operations
38,48539,2353,729-271-3702,jordan.jackson293@example.com,yes,yes,teacher
47,87786,1688,934-868-4991,morgan.taylor920@example.com,no,no,designer
41,81460,2478,559-464-8245,jordan.moore622@example.com,no,yes,sales
61,68771,2072,668-589-1531,lee.davis126@example.com,no,no,sales
59,77916,2064,625-305-4764,jamie.jones560@example.com,no,no,developer
47,40097,2397,390-800-4575,alex.garcia919@example.com,yes,yes,analyst
39,47501,2661,758-951-5649,jamie.brown252@example.com,no,no,sales
45,71842,2873,527-570-1512,aidan.johnson472@example.com,yes,yes,operations
24,42901,4084,423-715-9446,chris.lewis269@example.com,yes,yes,designer
52,67385,3021,820-829-3637,jordan.wilson886@example.com,no,no,engineer
45,37224,794,150-899-9291,casey.martinez231@example.com,yes,no,sales
31,28709,1170,823-563-7642,alex.brown315@example.com,no,yes,driver
27,81194,1939,336-906-1471,alex.lewis901@example.com,yes,no,accountant
33,87595,1475,497-256-8181,jamie.moore527@example.com,yes,yes,consultant
33,51122,2571,215-238-2383,logan.lewis536@example.com,no,no,analyst
48,31550,2672,123-505-2712,casey.jones843@example.com,no,no,customer_service
59,18000,1741,666-824-3373,aidan.davis952@example.com,no,yes,marketing
42,105524,3330,433-428-6419,devon.moore977@example.com,yes,no,developer
30,67451,3581,775-188-5110,maya.white776@example.com,no,yes,accountant
23,51624,479,400-733-6581,kelly.anderson618@example.com,yes,no,engineer
61,56994,843,368-204-3386,jamie.miller472@example.com,no,no,analyst
26,22907,3242,491-240-1168,morgan.taylor631@example.com,no,no,consultant
62,78638,3026,116-643-4965,jamie.brown870@example.com,no,yes,technician
53,109002,2678,236-718-9172,alex.davis987@example.com,no,yes,driver
60,47779,2210,868-779-4509,jordan.garcia170@example.com,yes,yes,consultant
37,117436,2102,481-899-5477,blake.patel115@example.com,no,yes,engineer
35,62439,2710,581-454-5720,dakota.patel647@example.com,yes,no,analyst
60,101669,2368,789-575-3512,taylor.white372@example.com,yes,no,sales
38,71759,3442,289-593-7678,drew.jackson152@example.com,yes,yes,accountant
21,71735,1553,730-381-5926,jordan.johnson283@example.com,yes,no,operations
50,105566,2217,529-680-5658,jordan.jackson485@example.com,no,yes,sales
44,82219,3046,142-581-9105,aidan.robinson639@example.com,yes,yes,driver
24,73247,2356,240-610-5632,kelly.davis365@example.com,yes,no,accountant
23,22291,2840,997-369-3663,lee.johnson515@example.com,yes,no,engineer
32,31841,2826,394-764-6594,devon.davis982@example.com,yes,yes,engineer
35,75088,1796,915-982-1816,lee.jones560@example.com,no,no,healthcare
49,97291,1230,260-894-7188,chris.robinson742@example.com,no,yes,technician
28,67826,1490,898-930-1677,maya.lewis918@example.com,no,yes,accountant
37,51991,1170,306-207-3489,jordan.brown936@example.com,no,yes,teacher
41,24538,437,164-366-3446,jamie.white304@example.com,no,no,manager
32,47761,3237,964-796-1223,chris.johnson177@example.com,no,yes,manager
65,67882,408,764-388-2308,casey.davis285@example.com,yes,yes,manager
24,46158,3968,285-325-1199,jordan.smith714@example.com,no,yes,marketing
38,43782,1699,603-110-6074,kelly.jackson17@example.com,no,yes,marketing
59,63875,1936,376-102-4993,taylor.smith746@example.com,yes,yes,driver
43,96865,761,961-889-2597,jordan.harris519@example.com,yes,yes,manager
61,80064,2565,104-620-9471,casey.martinez171@example.com,yes,no,customer_service
31,71289,1952,522-337-3364,casey.davis291@example.com,yes,yes,engineer
54,69147,2258,226-403-5826,drew.thomas680@example.com,no,no,developer
38,77126,1452,277-929-6157,dakota.anderson707@example.com,yes,yes,engineer
35,62577,2657,729-582-4039,aidan.brown205@example.com,no,yes,healthcare
22,55956,1417,414-583-1016,devon.miller134@example.com,no,yes,analyst
20,81240,2275,936-546-4942,maya.williams465@example.com,yes,no,designer
40,60041,2639,551-765-7172,jordan.wilson770@example.com,no,yes,driver
43,38851,3579,645-109-7230,casey.robinson551@example.com,no,no,technician
54,96753,2966,569-400-4277,jordan.garcia892@example.com,yes,yes,developer
41,23862,2285,700-181-1118,drew.martinez614@example.com,yes,yes,accountant
36,98403,2192,959-235-8940,sam.johnson545@example.com,no,yes,operations
42,76142,2498,887-476-3475,jordan.taylor362@example.com,yes,yes,developer
38,43679,2928,819-413-1242,kelly.smith151@example.com,yes,no,designer
29,65534,1493,444-711-5722,devon.anderson884@example.com,no,yes,analyst
58,55565,3058,941-523-9207,devon.anderson33@example.com,no,yes,manager
50,82770,1310,615-365-9114,jamie.jackson89@example.com,yes,no,sales
21,82334,2633,659-834-7859,blake.brown590@example.com,yes,no,marketing
59,75150,2714,119-899-5923,drew.robinson483@example.com,yes,yes,healthcare
24,81420,1562,110-119-9470,chris.thomas542@example.com,no,yes,technician
39,62474,735,994-432-6666,logan.jackson777@example.com,no,no,teacher
50,103757,1949,500-877-3085,sam.taylor862@example.com,yes,yes,designer
34,91919,300,182-131-9928,jordan.jones126@example.com,no,yes,developer
41,54506,2031,924-718-4608,jordan.brown71@example.com,no,no,sales
51,82839,1014,144-729-1293,jordan.williams62@example.com,no,yes,engineer
45,80919,5158,224-647-7566,kelly.anderson712@example.com,yes,yes,accountant
60,59285,3206,266-368-8073,sam.patel327@example.com,no,yes,marketing
58,57558,2269,223-370-6177,chris.wilson746@example.com,no,no,sales
56,91719,3466,979-158-4891,morgan.harris731@example.com,yes,yes,designer
39,64677,2870,316-680-8649,jordan.miller153@example.com,no,no,accountant
34,70724,1095,343-202-8978,dakota.wilson175@example.com,yes,no,sales
51,95824,1606,363-340-5956,aidan.thomas307@example.com,no,yes,teacher
23,120733,3178,833-930-6348,jamie.moore984@example.com,no,yes,sales
63,53414,1287,551-554-3421,drew.johnson796@example.com,no,yes,analyst
23,60140,2576,123-405-9565,lee.martinez354@example.com,yes,yes,consultant
51,66628,2841,286-739-1111,riley.miller372@example.com,no,no,marketing
18,67128,1952,592-393-3469,alex.jackson202@example.com,no,yes,manager
27,73280,2345,248-250-6293,dakota.miller637@example.com,yes,no,designer
38,54216,2990,296-354-8581,jordan.brown932@example.com,no,yes,technician
22,37144,2945,267-181-1069,jamie.davis975@example.com,no,no,designer
19,103584,2626,936-525-7074,blake.wilson701@example.com,no,no,engineer
39,78466,2188,624-730-3259,chris.jones358@example.com,yes,no,consultant
65,55792,2758,201-888-6708,jordan.robinson835@example.com,no,yes,marketing
19,74616,300,437-432-4260,morgan.patel716@example.com,no,yes,driver
27,105325,3602,198-510-9651,sam.patel929@example.com,yes,no,technician
51,47664,2074,293-654-5985,jordan.davis190@example.com,no,no,sales
33,69645,1502,735-119-1930,kelly.williams666@example.com,yes,yes,marketing
65,34423,2769,410-941-6959,lee.wilson960@example.com,no,no,teacher
56,62396,2743,779-657-8139,jamie.davis504@example.com,no,yes,consultant
39,78565,1272,834-178-9081,blake.lewis745@example.com,no,no,manager
29,40476,2264,345-882-9146,devon.garcia951@example.com,no,yes,designer
41,60882,2235,571-198-5417,lee.williams233@example.com,yes,no,engineer
64,82598,2173,240-208-8816,alex.miller262@example.com,no,no,marketing
57,77962,3743,220-198-4649,casey.brown67@example.com,no,yes,driver
55,39532,2181,593-243-3157,drew.johnson219@example.com,no,yes,accountant
27,73223,2077,583-229-9697,taylor.taylor782@example.com,no,yes,teacher
52,77292,1554,868-309-9552,aidan.smith625@example.com,yes,no,healthcare
49,67376,1416,253-744-1532,chris.anderson945@example.com,no,yes,marketing
24,88965,2572,646-459-3357,dakota.johnson818@example.com,no,yes,accountant
38,52032,1754,573-835-7779,sam.davis75@example.com,yes,yes,developer
37,74075,2021,851-975-8171,dakota.smith756@example.com,no,no,healthcare
43,39366,2388,734-653-2192,devon.thomas243@example.com,no,yes,customer_service
21,29786,2261,519-379-9928,morgan.wilson657@example.com,no,no,sales
63,82184,2328,488-284-6804,taylor.williams695@example.com,yes,no,accountant
39,65452,2325,707-377-6258,alex.brown188@example.com,no,yes,developer
32,54805,2793,777-798-8253,devon.moore174@example.com,no,yes,consultant
57,41567,4709,999-330-6570,dakota.white959@example.com,yes,yes,marketing
38,83196,3368,237-630-8505,logan.brown432@example.com,yes,yes,healthcare
32,31824,1856,255-706-7935,jamie.smith62@example.com,yes,yes,customer_service
39,86843,3355,996-360-3744,drew.taylor756@example.com,no,no,manager
45,74922,1199,312-526-4413,maya.taylor144@example.com,no,yes,driver
31,32929,1662,458-778-9097,jordan.johnson380@example.com,no,yes,customer_service
44,67771,2872,305-435-6380,lee.thomas235@example.com,yes,no,teacher
58,123382,2842,885-999-9939,alex.robinson449@example.com,yes,no,accountant
57,91167,2771,342-831-7942,kelly.thomas816@example.com,no,yes,engineer
45,46783,1639,837-880-3296,devon.harris566@example.com,no,yes,designer
43,80768,1646,932-807-6149,maya.brown446@example.com,no,yes,operations
19,33850,2325,914-230-5555,maya.harris390@example.com,no,no,healthcare
42,34831,1960,494-627-7556,devon.johnson975@example.com,no,yes,designer
20,63519,3044,216-248-7252,jordan.miller161@example.com,yes,yes,designer
25,77136,1937,335-925-2450,dakota.robinson199@example.com,no,yes,designer
61,82849,1909,616-279-8052,dakota.wilson328@example.com,yes,yes,technician
50,83154,655,948-495-4024,blake.anderson629@example.com,no,yes,operations
59,75885,3032,100-107-3191,maya.jones938@example.com,no,no,developer
52,29492,2506,754-374-8832,aidan.miller123@example.com,yes,yes,manager
23,63660,300,386-589-5728,riley.taylor542@example.com,no,yes,marketing
56,86311,2623,670-828-4011,morgan.white519@example.com,no,yes,analyst
40,74752,1819,551-343-9331,kelly.patel936@example.com,yes,no,sales
42,69006,2937,500-824-1103,jordan.robinson317@example.com,yes,yes,healthcare
60,72243,2100,162-114-4565,devon.miller493@example.com,yes,no,developer
36,71875,1436,278-622-7584,sam.brown142@example.com,no,no,sales
22,21772,3843,624-826-5833,kelly.thomas189@example.com,no,no,designer
28,90408,3693,674-866-1129,jordan.davis320@example.com,yes,yes,operations
29,62568,2024,565-601-6290,drew.lewis567@example.com,no,no,healthcare
27,80567,2554,505-801-2819,jordan.moore835@example.com,yes,yes,operations
25,18000,1764,124-548-5783,drew.martinez90@example.com,no,no,healthcare
41,101542,579,947-832-3327,devon.jones428@example.com,no,no,driver
45,39559,3452,180-224-4653,jordan.davis826@example.com,no,no,teacher
58,120910,1442,689-189-7254,aidan.davis162@example.com,yes,no,analyst
53,111623,3410,263-514-7337,aidan.taylor512@example.com,no,yes,developer
54,35852,2862,575-784-3870,logan.patel606@example.com,yes,no,consultant
38,82975,2473,208-498-4970,casey.taylor255@example.com,yes,yes,operations
25,42621,2161,228-608-7570,taylor.williams478@example.com,no,no,designer
